epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,12.2499,1.28193,0.97629,0.84293,0.96126,0.9168,0.95135,0.63306,1.05261,0.56155,0.81392,0.00331492,0.00331492,0.00331492
2,23.7143,1.32988,0.66708,0.83295,0.91117,0.8615,0.9238,0.49441,1.40111,0.71608,0.84316,0.00662631,0.00662631,0.00662631
3,35.0671,1.42507,0.71211,0.8436,0.83942,0.91813,0.91551,0.48418,1.29981,0.79276,0.84648,0.00991571,0.00991571,0.00991571
4,46.2111,1.34468,0.6763,0.84084,0.97298,0.92145,0.96336,0.65129,1.04402,0.56253,0.81837,0.009901,0.009901,0.009901
5,57.2684,1.20199,0.56399,0.82788,0.97108,0.9064,0.96659,0.72608,0.89997,0.49254,0.81062,0.009868,0.009868,0.009868
6,68.3153,1.11676,0.52057,0.82076,0.97704,0.90956,0.96608,0.71225,0.92478,0.47001,0.81471,0.009835,0.009835,0.009835
7,79.3572,1.05646,0.48995,0.81429,0.98028,0.92803,0.97152,0.75099,0.82993,0.43404,0.81173,0.009802,0.009802,0.009802
8,90.5873,1.01637,0.47194,0.81422,0.988,0.93985,0.97497,0.7481,0.82832,0.43063,0.79636,0.009769,0.009769,0.009769
9,101.985,0.98501,0.4562,0.80847,0.98009,0.93017,0.97372,0.7604,0.81943,0.42095,0.80303,0.009736,0.009736,0.009736
10,113.255,0.95271,0.44209,0.80633,0.98194,0.94711,0.97741,0.79429,0.72827,0.38487,0.79476,0.009703,0.009703,0.009703
11,124.539,0.93658,0.43531,0.80616,0.98808,0.94077,0.97645,0.77606,0.78837,0.39498,0.8022,0.00967,0.00967,0.00967
12,135.787,0.92024,0.4288,0.80368,0.98753,0.94542,0.97727,0.80071,0.70055,0.3744,0.79209,0.009637,0.009637,0.009637
13,147.104,0.89868,0.41981,0.80337,0.98538,0.94028,0.97632,0.8018,0.69216,0.36719,0.79781,0.009604,0.009604,0.009604
14,158.346,0.87933,0.41198,0.80106,0.99011,0.94294,0.97734,0.79479,0.70688,0.36908,0.79269,0.009571,0.009571,0.009571
15,169.714,0.8697,0.40403,0.79917,0.988,0.93981,0.9776,0.80909,0.66885,0.36073,0.79436,0.009538,0.009538,0.009538
16,180.977,0.8499,0.39744,0.79927,0.98919,0.94519,0.97896,0.80708,0.68286,0.35541,0.7936,0.009505,0.009505,0.009505
17,192.163,0.84751,0.39502,0.79693,0.98785,0.94373,0.97985,0.79791,0.72398,0.36204,0.79746,0.009472,0.009472,0.009472
18,203.404,0.82984,0.38823,0.79765,0.9868,0.94813,0.98178,0.81901,0.65126,0.34792,0.79215,0.009439,0.009439,0.009439
19,214.705,0.82046,0.38362,0.79588,0.98779,0.94739,0.98257,0.82223,0.64626,0.33727,0.79298,0.009406,0.009406,0.009406
