epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,9.30024,0.71226,0.45619,0.82177,0.93307,0.82609,0.89265,0.59234,1.06041,1.02447,0.82113,0.000578782,0.000578782,0.000578782
42,9.51142,0.92012,0.50556,0.78427,0.93307,0.82609,0.89265,0.59234,1.06041,1.02447,0.82113,0.000590997,0.000590997,0.000590997
43,9.81378,0.81506,0.51834,0.79329,0.96844,0.82609,0.87844,0.53502,1.12712,1.1453,0.82023,0.000603101,0.000603101,0.000603101
44,10.022,0.89281,0.53111,0.79276,0.96844,0.82609,0.87844,0.53502,1.12712,1.1453,0.82023,0.000615095,0.000615095,0.000615095
45,10.235,0.82466,0.53925,0.79307,0.99071,0.8,0.87913,0.47423,1.28557,1.25394,0.81122,0.000626979,0.000626979,0.000626979
46,10.451,0.76918,0.51242,0.77793,0.99071,0.8,0.87913,0.47423,1.28557,1.25394,0.81122,0.000638753,0.000638753,0.000638753
47,10.6634,0.94733,0.53968,0.78723,1,0.79007,0.86974,0.48732,1.24039,1.38224,0.80623,0.000650417,0.000650417,0.000650417
48,10.8726,0.96631,0.52594,0.78136,1,0.79007,0.86974,0.48732,1.24039,1.38224,0.80623,0.000661971,0.000661971,0.000661971
49,11.0863,0.80306,0.49559,0.78638,0.97053,0.8,0.88358,0.56005,1.07972,1.29192,0.81269,0.000673415,0.000673415,0.000673415
50,11.2986,0.899,0.50212,0.78261,0.97053,0.8,0.88358,0.56005,1.07972,1.29192,0.81269,0.000684749,0.000684749,0.000684749
51,11.518,0.70804,0.47932,0.76898,0.88164,0.84206,0.87175,0.57969,1.07768,1.29347,0.81339,0.000695973,0.000695973,0.000695973
52,11.7298,0.80028,0.48216,0.7882,0.88164,0.84206,0.87175,0.57969,1.07768,1.29347,0.81339,0.000707086,0.000707086,0.000707086
53,11.9351,0.68921,0.45317,0.79223,0.88164,0.84206,0.87175,0.57969,1.07768,1.29347,0.81339,0.00071809,0.00071809,0.00071809
54,12.2381,0.7458,0.49118,0.79422,0.89062,0.84965,0.88004,0.51172,1.18115,1.27309,0.81398,0.000728984,0.000728984,0.000728984
55,12.4445,0.73358,0.52732,0.78161,0.89062,0.84965,0.88004,0.51172,1.18115,1.27309,0.81398,0.000739768,0.000739768,0.000739768
56,12.6521,0.71897,0.48044,0.77682,0.89062,0.84965,0.88004,0.51172,1.18115,1.27309,0.81398,0.000750442,0.000750442,0.000750442
57,12.8643,0.83518,0.48085,0.78572,0.88253,0.8493,0.84861,0.50284,1.14922,1.00386,0.81544,0.000761006,0.000761006,0.000761006
58,13.069,0.7462,0.43737,0.79065,0.88253,0.8493,0.84861,0.50284,1.14922,1.00386,0.81544,0.000771459,0.000771459,0.000771459
59,13.2752,0.66928,0.44204,0.77185,0.88253,0.8493,0.84861,0.50284,1.14922,1.00386,0.81544,0.000781803,0.000781803,0.000781803
60,13.4884,0.66261,0.43441,0.76071,0.86328,0.8,0.81707,0.55241,1.0268,0.87737,0.81576,0.000792037,0.000792037,0.000792037
61,13.6904,0.74795,0.47185,0.7823,0.86328,0.8,0.81707,0.55241,1.0268,0.87737,0.81576,0.00080216,0.00080216,0.00080216
62,13.9016,0.77583,0.48245,0.79489,0.86328,0.8,0.81707,0.55241,1.0268,0.87737,0.81576,0.000812174,0.000812174,0.000812174
63,14.1147,0.72146,0.47793,0.79377,0.849,0.78261,0.83266,0.50295,1.03954,0.83149,0.81217,0.000822078,0.000822078,0.000822078
64,14.3208,0.6795,0.47063,0.77708,0.849,0.78261,0.83266,0.50295,1.03954,0.83149,0.81217,0.000831871,0.000831871,0.000831871
65,14.6173,0.69999,0.45224,0.79528,0.849,0.78261,0.83266,0.50295,1.03954,0.83149,0.81217,0.000841555,0.000841555,0.000841555
66,14.8291,0.62586,0.44389,0.77376,0.92379,0.78261,0.84491,0.44482,1.3691,1.0056,0.81423,0.000851129,0.000851129,0.000851129
67,15.0356,0.77687,0.46738,0.79552,0.92379,0.78261,0.84491,0.44482,1.3691,1.0056,0.81423,0.000860592,0.000860592,0.000860592
68,15.2422,0.86085,0.4596,0.78485,0.92379,0.78261,0.84491,0.44482,1.3691,1.0056,0.81423,0.000869946,0.000869946,0.000869946
69,15.4551,0.85954,0.47188,0.78581,0.90518,0.78261,0.83893,0.50084,1.30212,0.97433,0.81498,0.000879189,0.000879189,0.000879189
70,15.6613,0.89495,0.59296,0.76852,0.90518,0.78261,0.83893,0.50084,1.30212,0.97433,0.81498,0.000888323,0.000888323,0.000888323
71,15.8705,1.00418,0.66503,0.78917,0.90518,0.78261,0.83893,0.50084,1.30212,0.97433,0.81498,0.000897346,0.000897346,0.000897346
72,16.0846,0.77184,0.48404,0.77555,0.92667,0.81739,0.85555,0.6122,1.00755,0.69639,0.81385,0.00090626,0.00090626,0.00090626
73,16.2879,0.74043,0.43317,0.79052,0.92667,0.81739,0.85555,0.6122,1.00755,0.69639,0.81385,0.000915063,0.000915063,0.000915063
74,16.493,0.68074,0.41909,0.78392,0.92667,0.81739,0.85555,0.6122,1.00755,0.69639,0.81385,0.000923756,0.000923756,0.000923756
75,16.7051,0.71528,0.45223,0.80985,0.97451,0.81739,0.87835,0.62524,1.01535,0.59376,0.81078,0.00093234,0.00093234,0.00093234
76,17.0504,0.8826,0.50274,0.79202,0.97451,0.81739,0.87835,0.62524,1.01535,0.59376,0.81078,0.000940813,0.000940813,0.000940813
77,17.3062,0.99071,0.55404,0.79107,0.97451,0.81739,0.87835,0.62524,1.01535,0.59376,0.81078,0.000949176,0.000949176,0.000949176
78,17.5736,0.73786,0.47211,0.80012,0.96642,0.81739,0.88427,0.5464,1.0892,0.66392,0.8086,0.00095743,0.00095743,0.00095743
79,17.7784,0.70978,0.48008,0.78441,0.96642,0.81739,0.88427,0.5464,1.0892,0.66392,0.8086,0.000965573,0.000965573,0.000965573
80,17.9847,0.71428,0.48016,0.78094,0.96642,0.81739,0.88427,0.5464,1.0892,0.66392,0.8086,0.000973606,0.000973606,0.000973606
81,18.1984,0.83681,0.53171,0.78689,0.96017,0.84348,0.90944,0.53838,1.08136,0.75983,0.81138,0.00098153,0.00098153,0.00098153
82,18.4053,0.69761,0.45317,0.79523,0.96017,0.84348,0.90944,0.53838,1.08136,0.75983,0.81138,0.000989343,0.000989343,0.000989343
83,18.6136,0.74149,0.45757,0.7781,0.96017,0.84348,0.90944,0.53838,1.08136,0.75983,0.81138,0.000997046,0.000997046,0.000997046
84,18.8276,0.78285,0.50034,0.78016,0.98791,0.84348,0.92078,0.57666,1.02903,0.86815,0.80427,0.00100464,0.00100464,0.00100464
85,19.0339,0.86931,0.52545,0.79139,0.98791,0.84348,0.92078,0.57666,1.02903,0.86815,0.80427,0.00101212,0.00101212,0.00101212
86,19.2432,0.89009,0.52042,0.7845,0.98791,0.84348,0.92078,0.57666,1.02903,0.86815,0.80427,0.0010195,0.0010195,0.0010195
87,19.5384,0.76397,0.4693,0.77632,0.98791,0.84348,0.92078,0.57666,1.02903,0.86815,0.80427,0.00102676,0.00102676,0.00102676
88,19.7538,0.78402,0.56996,0.79452,0.95693,0.8,0.87256,0.58429,0.98247,0.73518,0.80447,0.00103391,0.00103391,0.00103391
89,19.9572,0.75975,0.41779,0.79574,0.95693,0.8,0.87256,0.58429,0.98247,0.73518,0.80447,0.00104095,0.00104095,0.00104095
90,20.1614,0.67181,0.41764,0.79155,0.95693,0.8,0.87256,0.58429,0.98247,0.73518,0.80447,0.00104789,0.00104789,0.00104789
91,20.3684,0.76157,0.4382,0.77631,0.95693,0.8,0.87256,0.58429,0.98247,0.73518,0.80447,0.00105471,0.00105471,0.00105471
92,20.5811,0.77988,0.42416,0.79651,0.90914,0.8,0.86526,0.53294,1.12466,0.74556,0.81143,0.00106142,0.00106142,0.00106142
93,20.7847,0.80797,0.53862,0.79598,0.90914,0.8,0.86526,0.53294,1.12466,0.74556,0.81143,0.00106803,0.00106803,0.00106803
94,20.9939,0.88121,0.55389,0.78218,0.90914,0.8,0.86526,0.53294,1.12466,0.74556,0.81143,0.00107452,0.00107452,0.00107452
95,21.2035,0.82347,0.52895,0.79738,0.90914,0.8,0.86526,0.53294,1.12466,0.74556,0.81143,0.0010809,0.0010809,0.0010809
96,21.4202,0.91859,0.55785,0.79663,0.90829,0.8,0.87561,0.5527,1.13329,0.67846,0.82133,0.00108718,0.00108718,0.00108718
97,21.7163,0.73556,0.45191,0.80206,0.90829,0.8,0.87561,0.5527,1.13329,0.67846,0.82133,0.00109334,0.00109334,0.00109334
98,21.9251,0.75329,0.47142,0.79525,0.90829,0.8,0.87561,0.5527,1.13329,0.67846,0.82133,0.00109939,0.00109939,0.00109939
99,22.1417,0.76538,0.47278,0.79173,0.90829,0.8,0.87561,0.5527,1.13329,0.67846,0.82133,0.00110533,0.00110533,0.00110533
100,22.3644,0.73771,0.45682,0.78428,0.95441,0.8,0.85604,0.56526,1.06125,0.75922,0.81388,0.00111117,0.00111117,0.00111117
101,22.5772,0.76327,0.43558,0.78506,0.95441,0.8,0.85604,0.56526,1.06125,0.75922,0.81388,0.00111689,0.00111689,0.00111689
102,22.7956,0.94424,0.49549,0.77954,0.95441,0.8,0.85604,0.56526,1.06125,0.75922,0.81388,0.00111139,0.00111139,0.00111139
103,23.0088,0.84664,0.46587,0.78857,0.95441,0.8,0.85604,0.56526,1.06125,0.75922,0.81388,0.00110589,0.00110589,0.00110589
104,23.2267,0.97671,0.52156,0.79311,0.93129,0.81739,0.85922,0.59041,1.03944,0.89893,0.80797,0.00110039,0.00110039,0.00110039
105,23.4404,0.96902,0.64224,0.78613,0.93129,0.81739,0.85922,0.59041,1.03944,0.89893,0.80797,0.00109489,0.00109489,0.00109489
106,23.6576,0.93098,0.63929,0.80008,0.93129,0.81739,0.85922,0.59041,1.03944,0.89893,0.80797,0.00108938,0.00108938,0.00108938
107,23.8728,0.97662,0.57904,0.80599,0.93129,0.81739,0.85922,0.59041,1.03944,0.89893,0.80797,0.00108388,0.00108388,0.00108388
108,24.1835,0.87602,0.57651,0.80323,0.94985,0.82357,0.86542,0.60597,0.99591,0.94309,0.80223,0.00107838,0.00107838,0.00107838
109,24.3908,0.79092,0.46775,0.79098,0.94985,0.82357,0.86542,0.60597,0.99591,0.94309,0.80223,0.00107288,0.00107288,0.00107288
110,24.6039,0.68187,0.4797,0.79926,0.94985,0.82357,0.86542,0.60597,0.99591,0.94309,0.80223,0.00106738,0.00106738,0.00106738
111,24.8164,0.66106,0.46292,0.775,0.94985,0.82357,0.86542,0.60597,0.99591,0.94309,0.80223,0.00106188,0.00106188,0.00106188
112,25.0325,0.60651,0.47041,0.78947,0.88973,0.8,0.88617,0.46709,1.30716,0.98909,0.81429,0.00105638,0.00105638,0.00105638
113,25.241,0.93625,0.47281,0.77966,0.88973,0.8,0.88617,0.46709,1.30716,0.98909,0.81429,0.00105088,0.00105088,0.00105088
114,25.4572,1.02304,0.48704,0.79456,0.88973,0.8,0.88617,0.46709,1.30716,0.98909,0.81429,0.00104538,0.00104538,0.00104538
115,25.669,0.90759,0.44468,0.81264,0.88973,0.8,0.88617,0.46709,1.30716,0.98909,0.81429,0.00103987,0.00103987,0.00103987
116,25.8873,0.77968,0.44001,0.7804,0.85521,0.78261,0.85726,0.44981,1.26895,0.86996,0.81881,0.00103437,0.00103437,0.00103437
117,26.0929,0.86552,0.56989,0.7898,0.85521,0.78261,0.85726,0.44981,1.26895,0.86996,0.81881,0.00102887,0.00102887,0.00102887
118,26.3027,0.80717,0.55664,0.77127,0.85521,0.78261,0.85726,0.44981,1.26895,0.86996,0.81881,0.00102337,0.00102337,0.00102337
119,26.6009,0.83944,0.58918,0.7977,0.85521,0.78261,0.85726,0.44981,1.26895,0.86996,0.81881,0.00101787,0.00101787,0.00101787
120,26.8164,0.86904,0.57298,0.8004,0.90615,0.78261,0.84316,0.53972,1.06539,0.7378,0.8121,0.00101237,0.00101237,0.00101237
121,27.0229,0.825,0.55866,0.7821,0.90615,0.78261,0.84316,0.53972,1.06539,0.7378,0.8121,0.00100687,0.00100687,0.00100687
122,27.2324,0.73877,0.52661,0.78031,0.90615,0.78261,0.84316,0.53972,1.06539,0.7378,0.8121,0.00100137,0.00100137,0.00100137
123,27.4436,0.68797,0.47806,0.80326,0.90615,0.78261,0.84316,0.53972,1.06539,0.7378,0.8121,0.000995866,0.000995866,0.000995866
124,27.6581,0.68325,0.48032,0.79322,0.94334,0.78261,0.86114,0.6118,0.99746,0.74067,0.81181,0.000990365,0.000990365,0.000990365
125,27.8641,0.7919,0.44664,0.78564,0.94334,0.78261,0.86114,0.6118,0.99746,0.74067,0.81181,0.000984864,0.000984864,0.000984864
126,28.0725,0.66368,0.42795,0.78001,0.94334,0.78261,0.86114,0.6118,0.99746,0.74067,0.81181,0.000979362,0.000979362,0.000979362
127,28.2824,0.78721,0.44133,0.78457,0.94334,0.78261,0.86114,0.6118,0.99746,0.74067,0.81181,0.000973861,0.000973861,0.000973861
128,28.496,0.73159,0.43502,0.79428,0.9424,0.78261,0.90128,0.59876,1.01892,0.81783,0.80791,0.00096836,0.00096836,0.00096836
129,28.7023,0.70985,0.43327,0.77637,0.9424,0.78261,0.90128,0.59876,1.01892,0.81783,0.80791,0.000962859,0.000962859,0.000962859
130,28.9129,0.66828,0.46314,0.79653,0.9424,0.78261,0.90128,0.59876,1.01892,0.81783,0.80791,0.000957358,0.000957358,0.000957358
131,29.2149,0.71352,0.46968,0.80714,0.9424,0.78261,0.90128,0.59876,1.01892,0.81783,0.80791,0.000951857,0.000951857,0.000951857
132,29.4304,0.73896,0.45296,0.77945,0.86062,0.83478,0.89238,0.57118,1.14581,0.93874,0.80707,0.000946356,0.000946356,0.000946356
133,29.636,0.7044,0.48591,0.80466,0.86062,0.83478,0.89238,0.57118,1.14581,0.93874,0.80707,0.000940855,0.000940855,0.000940855
134,29.8431,0.70564,0.45831,0.77534,0.86062,0.83478,0.89238,0.57118,1.14581,0.93874,0.80707,0.000935354,0.000935354,0.000935354
135,30.0522,0.76385,0.448,0.7905,0.86062,0.83478,0.89238,0.57118,1.14581,0.93874,0.80707,0.000929853,0.000929853,0.000929853
136,30.2711,0.69269,0.45772,0.7816,0.91745,0.81739,0.88165,0.62682,1.07155,0.89323,0.80506,0.000924352,0.000924352,0.000924352
137,30.5295,0.6801,0.47101,0.75314,0.91745,0.81739,0.88165,0.62682,1.07155,0.89323,0.80506,0.00091885,0.00091885,0.00091885
138,30.7905,0.66284,0.45258,0.77581,0.91745,0.81739,0.88165,0.62682,1.07155,0.89323,0.80506,0.000913349,0.000913349,0.000913349
139,31.0475,0.71466,0.46147,0.76952,0.91745,0.81739,0.88165,0.62682,1.07155,0.89323,0.80506,0.000907848,0.000907848,0.000907848
140,31.312,0.81616,0.45376,0.77551,0.94478,0.83478,0.88399,0.63332,1.02546,0.72627,0.80969,0.000902347,0.000902347,0.000902347
141,31.5672,0.69795,0.39068,0.77964,0.94478,0.83478,0.88399,0.63332,1.02546,0.72627,0.80969,0.000896846,0.000896846,0.000896846
142,31.9214,0.60449,0.38247,0.76977,0.94478,0.83478,0.88399,0.63332,1.02546,0.72627,0.80969,0.000891345,0.000891345,0.000891345
143,32.1845,0.55935,0.37472,0.77861,0.94478,0.83478,0.88399,0.63332,1.02546,0.72627,0.80969,0.000885844,0.000885844,0.000885844
144,32.4543,0.60228,0.39116,0.77251,0.94785,0.79029,0.88144,0.55267,1.09733,0.70944,0.80716,0.000880343,0.000880343,0.000880343
